locale,tier,flags,source_type,source_title,source_url,anchor,target_type,target_title,target_url,target_id,context,source_id,block_key,offset
ja,A,,faqEntry,カイロ以外に良いコレクションはありますか？,/ja/faq,カイロ,city,カイロ,/ja/guide/kairo,wp-page-83284,カイロの大規模施設より好む方も少なくありません。,faq-entry-are-there-good-collections-outside-cairo,are-there-good-collejab0,39
ja,A,,faqEntry,カイロ以外に良いコレクションはありますか？,/ja/faq,アスワン,city,アスワン,/ja/guide/asuwan,wp-page-58758,アスワンのヌビア博物館は、カイロの博物館がほとんど扱わない文化と歴史を正面から扱っています。,faq-entry-are-there-good-collections-outside-cairo,are-there-good-collejab0,63
ja,A,,faqEntry,カイロ以外に良いコレクションはありますか？,/ja/faq,ヌビア博物館,guideArticle,ヌビア博物館,/ja/guide/asuwan/nubia-hakubutsukan,guideArticle.aswan.the-nubian-museum,アスワンのヌビア博物館は、カイロの博物館がほとんど扱わない文化と歴史を正面から扱っています。,faq-entry-are-there-good-collections-outside-cairo,are-there-good-collejab0,68
en,A,,faqEntry,Can I do a camel safari?,/faq,the Giza plateau,guideArticle,The Giza Plateau,/guide/giza/the-giza-plateau,guideArticle.giza.the-giza-plateau,"Short rides operate on the Giza plateau, which give you the pyramids from the desert side rather than the road.",faq-entry-can-i-do-a-camel-safari,can-i-do-a-camel-safarib0,23
es,A,,faqEntry,¿Se puede hacer una excursión en camello?,/es/faq,la meseta de Guiza,guideArticle,La meseta de Guiza,/es/guide/guiza/la-meseta-de-guiza,guideArticle.giza.the-giza-plateau,"Hay paseos cortos en la meseta de Guiza, que dan las pirámides desde el lado del desierto en lugar de desde la carretera.",faq-entry-can-i-do-a-camel-safari,can-i-do-a-camel-safesb0,21
ja,A,,faqEntry,ラクダのサファリはできますか？,/ja/faq,ギザ台地,guideArticle,ギザ台地,/ja/guide/giza/giza-daichi,guideArticle.giza.the-giza-plateau,ギザ台地では短時間の乗馬体験が運行されており、道路側ではなく砂漠側からピラミッドを望めます。,faq-entry-can-i-do-a-camel-safari,can-i-do-a-camel-safjab0,0
en,A,,faqEntry,Can I do a food tour or cooking class?,/faq,Cairo,city,Cairo,/guide/cairo,wp-page-83284,"Yes, in Cairo, Alexandria, Luxor, and Aswan.",faq-entry-can-i-do-a-food-tour-or-cooking-class,can-i-do-a-food-tour-or-b0,8
en,A,,faqEntry,Can I do a food tour or cooking class?,/faq,Alexandria,city,Alexandria,/guide/alexandria,wp-page-58750,"Yes, in Cairo, Alexandria, Luxor, and Aswan.",faq-entry-can-i-do-a-food-tour-or-cooking-class,can-i-do-a-food-tour-or-b0,15
en,A,,faqEntry,Can I do a food tour or cooking class?,/faq,Luxor,city,Luxor,/guide/luxor,wp-page-58877,"Yes, in Cairo, Alexandria, Luxor, and Aswan.",faq-entry-can-i-do-a-food-tour-or-cooking-class,can-i-do-a-food-tour-or-b0,27
en,A,,faqEntry,Can I do a food tour or cooking class?,/faq,Aswan,city,Aswan,/guide/aswan,wp-page-58758,"Yes, in Cairo, Alexandria, Luxor, and Aswan.",faq-entry-can-i-do-a-food-tour-or-cooking-class,can-i-do-a-food-tour-or-b0,38
es,A,,faqEntry,¿Se pueden hacer rutas gastronómicas o clases de cocina?,/es/faq,El Cairo,city,El Cairo,/es/guide/el-cairo,wp-page-83284,"Sí, en El Cairo, Alejandría, Luxor y Asuán.",faq-entry-can-i-do-a-food-tour-or-cooking-class,can-i-do-a-food-touresb0,7
es,A,,faqEntry,¿Se pueden hacer rutas gastronómicas o clases de cocina?,/es/faq,Alejandría,city,Alejandría,/es/guide/alejandria,wp-page-58750,"Sí, en El Cairo, Alejandría, Luxor y Asuán.",faq-entry-can-i-do-a-food-tour-or-cooking-class,can-i-do-a-food-touresb0,17
es,A,,faqEntry,¿Se pueden hacer rutas gastronómicas o clases de cocina?,/es/faq,Luxor,city,Luxor,/es/guide/luxor,wp-page-58877,"Sí, en El Cairo, Alejandría, Luxor y Asuán.",faq-entry-can-i-do-a-food-tour-or-cooking-class,can-i-do-a-food-touresb0,29
es,A,,faqEntry,¿Se pueden hacer rutas gastronómicas o clases de cocina?,/es/faq,Asuán,city,Asuán,/es/guide/asuan,wp-page-58758,"Sí, en El Cairo, Alejandría, Luxor y Asuán.",faq-entry-can-i-do-a-food-tour-or-cooking-class,can-i-do-a-food-touresb0,37
ja,A,,faqEntry,フードツアーや料理教室はありますか？,/ja/faq,カイロ,city,カイロ,/ja/guide/kairo,wp-page-83284,カイロ、アレクサンドリア、ルクソール、アスワンにあります。,faq-entry-can-i-do-a-food-tour-or-cooking-class,can-i-do-a-food-tourjab0,0
ja,A,,faqEntry,フードツアーや料理教室はありますか？,/ja/faq,アレクサンドリア,city,アレクサンドリア,/ja/guide/arekusandoria,wp-page-58750,カイロ、アレクサンドリア、ルクソール、アスワンにあります。,faq-entry-can-i-do-a-food-tour-or-cooking-class,can-i-do-a-food-tourjab0,4
ja,A,,faqEntry,フードツアーや料理教室はありますか？,/ja/faq,ルクソール,city,ルクソール,/ja/guide/rukusoru,wp-page-58877,カイロ、アレクサンドリア、ルクソール、アスワンにあります。,faq-entry-can-i-do-a-food-tour-or-cooking-class,can-i-do-a-food-tourjab0,13
ja,A,,faqEntry,フードツアーや料理教室はありますか？,/ja/faq,アスワン,city,アスワン,/ja/guide/asuwan,wp-page-58758,カイロ、アレクサンドリア、ルクソール、アスワンにあります。,faq-entry-can-i-do-a-food-tour-or-cooking-class,can-i-do-a-food-tourjab0,19
ja,B,ja-kanji-adjacent,faqEntry,フードツアーや料理教室はありますか？,/ja/faq,料理,guideArticle,料理,/ja/guide/dafura-oashisu/ryori,wp-page-59480,料理教室ではコシャリ、ターメイヤ、野菜の詰め物料理が定番です。,faq-entry-can-i-do-a-food-tour-or-cooking-class,can-i-do-a-food-tourjab0,29
en,A,,faqEntry,Can I go inside the Pyramids of Giza?,/faq,the Great Pyramid of Khufu,guideArticle,The Great Pyramid Of Khufu,/guide/giza/the-great-pyramid-of-khufu,guideArticle.giza.the-great-pyramid-of-khufu,"Interior access to the Great Pyramid of Khufu requires a separate ticket, issued in limited daily numbers, so arrive early or book ahead.",faq-entry-can-i-go-inside-the-pyramids-of-giza,can-i-go-inside-the-pyrab0,111
es,A,,faqEntry,¿Se puede entrar en las pirámides de Guiza?,/es/faq,la Gran Pirámide de Keops,guideArticle,La Gran Pirámide de Keops,/es/guide/guiza/la-gran-piramide-de-keops,guideArticle.giza.the-great-pyramid-of-khufu,"El acceso al interior de la Gran Pirámide de Keops exige una entrada aparte, con cupo diario limitado, así que conviene llegar temprano o reservar.",faq-entry-can-i-go-inside-the-pyramids-of-giza,can-i-go-inside-the-esb0,113
ja,A,,faqEntry,ギザのピラミッドの内部に入れますか？,/ja/faq,クフ王の大ピラミッド,guideArticle,クフ王の大ピラミッド,/ja/guide/giza/kufuo-no-dai-piramiddo,guideArticle.giza.the-great-pyramid-of-khufu,クフ王の大ピラミッドの内部見学には別途チケットが必要で、一日の発券数が限られているため、早朝に並ぶか事前手配が必要です。,faq-entry-can-i-go-inside-the-pyramids-of-giza,can-i-go-inside-the-jab0,30
en,A,,faqEntry,Can I see the Sphinx up close?,/faq,Giza,city,Giza,/guide/giza,wp-page-58854,"It sits within the Giza complex, so it's covered by the same ticket.",faq-entry-can-i-see-the-sphinx-up-close,can-i-see-the-sphinx-up-b0,181
es,A,,faqEntry,¿Se puede ver la Esfinge de cerca?,/es/faq,Guiza,city,Guiza,/es/guide/guiza,wp-page-58854,"Está dentro del complejo de Guiza, así que la cubre la misma entrada.",faq-entry-can-i-see-the-sphinx-up-close,can-i-see-the-sphinxesb0,212
ja,B,ja-kanji-adjacent,faqEntry,スフィンクスは近くで見られますか？,/ja/faq,ギザ,city,ギザ,/ja/guide/giza,wp-page-58854,ギザ複合遺跡の内部にあるため、同じ入場券で見学できます。,faq-entry-can-i-see-the-sphinx-up-close,can-i-see-the-sphinxjab0,66
en,A,,faqEntry,Can I take a hot air balloon ride in Luxor?,/faq,Valley of the Kings,guideArticle,Valley of the Kings,/guide/luxor/valley-of-the-kings,guideArticle.luxor.valley-of-the-kings,"Flights lift before dawn and give you the Valley of the Kings, the mortuary temples, and the green strip of the Nile against the desert edge.",faq-entry-can-i-take-a-hot-air-balloon-ride-in-luxor,can-i-take-a-hot-air-balb0,78
es,A,,faqEntry,¿Se puede volar en globo en Luxor?,/es/faq,el Valle de los Reyes,guideArticle,El Valle de los Reyes,/es/guide/luxor/el-valle-de-los-reyes,guideArticle.luxor.valley-of-the-kings,"Los vuelos despegan antes del alba y muestran el Valle de los Reyes, los templos funerarios y la franja verde del Nilo contra el borde del desierto.",faq-entry-can-i-take-a-hot-air-balloon-ride-in-luxor,can-i-take-a-hot-airesb0,85
ja,A,,faqEntry,ルクソールで熱気球には乗れますか？,/ja/faq,王家の谷,guideArticle,王家の谷,/ja/guide/rukusoru/oke-no-tani,guideArticle.luxor.valley-of-the-kings,夜明け前に離陸し、王家の谷、葬祭殿群、砂漠の縁に沿ったナイルの緑の帯を一望できます。,faq-entry-can-i-take-a-hot-air-balloon-ride-in-luxor,can-i-take-a-hot-airjab0,30
en,A,,faqEntry,Can I take a Nile cruise?,/faq,Luxor,city,Luxor,/guide/luxor,wp-page-58877,"Standard itineraries run between Luxor and Aswan over three to seven nights, stopping at Edfu, Kom Ombo, and Esna.",faq-entry-can-i-take-a-nile-cruise,can-i-take-a-nile-cruiseb0,94
en,A,,faqEntry,Can I take a Nile cruise?,/faq,Aswan,city,Aswan,/guide/aswan,wp-page-58758,"Standard itineraries run between Luxor and Aswan over three to seven nights, stopping at Edfu, Kom Ombo, and Esna.",faq-entry-can-i-take-a-nile-cruise,can-i-take-a-nile-cruiseb0,104
en,A,,faqEntry,Can I take a Nile cruise?,/faq,Edfu,city,Edfu,/guide/edfu,wp-page-58841,"Standard itineraries run between Luxor and Aswan over three to seven nights, stopping at Edfu, Kom Ombo, and Esna.",faq-entry-can-i-take-a-nile-cruise,can-i-take-a-nile-cruiseb0,150
en,A,,faqEntry,Can I take a Nile cruise?,/faq,Kom Ombo,city,Kom Ombo,/guide/kom-ombo,wp-page-58875,"Standard itineraries run between Luxor and Aswan over three to seven nights, stopping at Edfu, Kom Ombo, and Esna.",faq-entry-can-i-take-a-nile-cruise,can-i-take-a-nile-cruiseb0,156
en,A,,faqEntry,Can I take a Nile cruise?,/faq,Esna,city,Esna,/guide/esna,wp-page-58844,"Standard itineraries run between Luxor and Aswan over three to seven nights, stopping at Edfu, Kom Ombo, and Esna.",faq-entry-can-i-take-a-nile-cruise,can-i-take-a-nile-cruiseb0,170
en,A,,faqEntry,Can I take a Nile cruise?,/faq,Abu Simbel,city,Abu Simbel,/guide/abu-simbel,wp-page-56813,Options range from large cruise vessels to small dahabiyas under sail to Lake Nasser cruises reaching Abu Simbel by water.,faq-entry-can-i-take-a-nile-cruise,can-i-take-a-nile-cruiseb0,278
es,A,,faqEntry,¿Se puede hacer un crucero por el Nilo?,/es/faq,Luxor,city,Luxor,/es/guide/luxor,wp-page-58877,"Los itinerarios habituales van entre Luxor y Asuán en tres a siete noches, con paradas en Edfú, Kom Ombo y Esna.",faq-entry-can-i-take-a-nile-cruise,can-i-take-a-nile-cresb0,105
es,A,,faqEntry,¿Se puede hacer un crucero por el Nilo?,/es/faq,Asuán,city,Asuán,/es/guide/asuan,wp-page-58758,"Los itinerarios habituales van entre Luxor y Asuán en tres a siete noches, con paradas en Edfú, Kom Ombo y Esna.",faq-entry-can-i-take-a-nile-cruise,can-i-take-a-nile-cresb0,113
es,A,,faqEntry,¿Se puede hacer un crucero por el Nilo?,/es/faq,Kom Ombo,city,Kom Ombo,/es/guide/kom-ombo,wp-page-58875,"Los itinerarios habituales van entre Luxor y Asuán en tres a siete noches, con paradas en Edfú, Kom Ombo y Esna.",faq-entry-can-i-take-a-nile-cruise,can-i-take-a-nile-cresb0,164
es,A,,faqEntry,¿Se puede hacer un crucero por el Nilo?,/es/faq,Esna,city,Esna,/es/guide/esna,wp-page-58844,"Los itinerarios habituales van entre Luxor y Asuán en tres a siete noches, con paradas en Edfú, Kom Ombo y Esna.",faq-entry-can-i-take-a-nile-cruise,can-i-take-a-nile-cresb0,175
es,A,,faqEntry,¿Se puede hacer un crucero por el Nilo?,/es/faq,Abu Simbel,city,Abu Simbel,/es/guide/abu-simbel,wp-page-56813,Las opciones van desde grandes buques de crucero hasta pequeñas *dahabiyas* a vela y cruceros por el lago Nasser que llegan a Abu Simbel por agua.,faq-entry-can-i-take-a-nile-cruise,can-i-take-a-nile-cresb0,307
ja,A,,faqEntry,ナイル川クルーズはできますか？,/ja/faq,ルクソール,city,ルクソール,/ja/guide/rukusoru,wp-page-58877,一般的な行程はルクソールとアスワンの間を3〜7泊で結び、エドフ、コム・オンボ、エスナに寄港します。,faq-entry-can-i-take-a-nile-cruise,can-i-take-a-nile-crjab0,38
ja,A,,faqEntry,ナイル川クルーズはできますか？,/ja/faq,アスワン,city,アスワン,/ja/guide/asuwan,wp-page-58758,一般的な行程はルクソールとアスワンの間を3〜7泊で結び、エドフ、コム・オンボ、エスナに寄港します。,faq-entry-can-i-take-a-nile-cruise,can-i-take-a-nile-crjab0,44
ja,A,,faqEntry,ナイル川クルーズはできますか？,/ja/faq,エドフ,city,エドフ,/ja/guide/edofu,wp-page-58841,一般的な行程はルクソールとアスワンの間を3〜7泊で結び、エドフ、コム・オンボ、エスナに寄港します。,faq-entry-can-i-take-a-nile-cruise,can-i-take-a-nile-crjab0,59
ja,A,,faqEntry,ナイル川クルーズはできますか？,/ja/faq,コム・オンボ,city,コム・オンボ,/ja/guide/komu-ombo,wp-page-58875,一般的な行程はルクソールとアスワンの間を3〜7泊で結び、エドフ、コム・オンボ、エスナに寄港します。,faq-entry-can-i-take-a-nile-cruise,can-i-take-a-nile-crjab0,63
ja,A,,faqEntry,ナイル川クルーズはできますか？,/ja/faq,エスナ,city,エスナ,/ja/guide/esuna,wp-page-58844,一般的な行程はルクソールとアスワンの間を3〜7泊で結び、エドフ、コム・オンボ、エスナに寄港します。,faq-entry-can-i-take-a-nile-cruise,can-i-take-a-nile-crjab0,70
ja,A,,faqEntry,ナイル川クルーズはできますか？,/ja/faq,アブ・シンベル,city,アブ・シンベル,/ja/guide/abu-shinberu,wp-page-56813,大型のクルーズ船から、帆走する小型のダハビーヤ、アブ・シンベルまで水路で到達するナセル湖クルーズまで、幅があります。,faq-entry-can-i-take-a-nile-cruise,can-i-take-a-nile-crjab0,104
en,A,,faqEntry,Can I visit a Nubian village?,/faq,Elephantine Island,guideArticle,Elephantine Island,/guide/aswan/elephantine-island,guideArticle.aswan.elephantine-island,"Gharb Soheil and the villages on Elephantine Island near Aswan receive visitors, with brightly painted houses, distinct architecture, and a culture and language separate from the rest of Egypt.",faq-entry-can-i-visit-a-nubian-village,can-i-visit-a-nubian-vilb0,38
en,A,,faqEntry,Can I visit a Nubian village?,/faq,Aswan,city,Aswan,/guide/aswan,wp-page-58758,"Gharb Soheil and the villages on Elephantine Island near Aswan receive visitors, with brightly painted houses, distinct architecture, and a culture and language separate from the rest of Egypt.",faq-entry-can-i-visit-a-nubian-village,can-i-visit-a-nubian-vilb0,62
es,A,,faqEntry,¿Se puede visitar un pueblo nubio?,/es/faq,Asuán,city,Asuán,/es/guide/asuan,wp-page-58758,"Gharb Soheil y los pueblos de la isla Elefantina, cerca de Asuán, reciben visitantes, con casas pintadas de colores intensos, arquitectura propia y una cultura y una lengua distintas del resto de E…",faq-entry-can-i-visit-a-nubian-village,can-i-visit-a-nubianesb0,63
ja,B,ja-kanji-adjacent,faqEntry,ヌビアの村は訪問できますか？,/ja/faq,アスワン,city,アスワン,/ja/guide/asuwan,wp-page-58758,アスワン近郊のガルブ・ソヘイルやエレファンティネ島の村々が訪問を受け入れており、鮮やかに塗られた家並み、独自の建築、エジプトの他の地域とは異なる文化と言語があります。,faq-entry-can-i-visit-a-nubian-village,can-i-visit-a-nubianjab0,5
ja,A,,faqEntry,ヌビアの村は訪問できますか？,/ja/faq,エレファンティネ島,guideArticle,エレファンティネ島,/ja/guide/asuwan/erefantine-to,guideArticle.aswan.elephantine-island,アスワン近郊のガルブ・ソヘイルやエレファンティネ島の村々が訪問を受け入れており、鮮やかに塗られた家並み、独自の建築、エジプトの他の地域とは異なる文化と言語があります。,faq-entry-can-i-visit-a-nubian-village,can-i-visit-a-nubianjab0,21
en,A,,faqEntry,How do I get to Mount Sinai?,/faq,Dahab,city,Dahab,/guide/dahab,wp-page-59436,"From Dahab, Sharm El Sheikh, or St Catherine village.",faq-entry-how-do-i-get-to-mount-sinai,how-do-i-get-to-mount-sib0,5
en,A,,faqEntry,How do I get to Mount Sinai?,/faq,Sharm El Sheikh,city,Sharm El Sheikh,/guide/sharm-el-sheikh,wp-page-58927,"From Dahab, Sharm El Sheikh, or St Catherine village.",faq-entry-how-do-i-get-to-mount-sinai,how-do-i-get-to-mount-sib0,12
es,A,,faqEntry,¿Cómo se sube al monte Sinaí?,/es/faq,Dahab,city,Dahab,/es/guide/dahab,wp-page-59436,"Desde Dahab, Sharm El Sheij o el pueblo de Santa Catalina.",faq-entry-how-do-i-get-to-mount-sinai,how-do-i-get-to-mounesb0,6
es,A,,faqEntry,¿Cómo se sube al monte Sinaí?,/es/faq,Santa Catalina,city,Santa Catalina,/es/guide/santa-catalina,wp-page-58925,"Desde Dahab, Sharm El Sheij o el pueblo de Santa Catalina.",faq-entry-how-do-i-get-to-mount-sinai,how-do-i-get-to-mounesb0,43
ja,A,,faqEntry,シナイ山へはどう行きますか？,/ja/faq,ダハブ,city,ダハブ,/ja/guide/dahabu,wp-page-59436,ダハブ、シャルム・エル・シェイク、または聖カトリーナ村から向かいます。,faq-entry-how-do-i-get-to-mount-sinai,how-do-i-get-to-mounjab0,0
ja,A,,faqEntry,シナイ山へはどう行きますか？,/ja/faq,シャルム・エル・シェイク,city,シャルム・エル・シェイク,/ja/guide/sharumu-eru-sheiku,wp-page-58927,ダハブ、シャルム・エル・シェイク、または聖カトリーナ村から向かいます。,faq-entry-how-do-i-get-to-mount-sinai,how-do-i-get-to-mounjab0,4
en,A,,faqEntry,How do I get to the Temple of Philae?,/faq,Aswan,city,Aswan,/guide/aswan,wp-page-58758,Philae sits on Agilkia Island near Aswan and is reached by motorboat from the Marina jetty.,faq-entry-how-do-i-get-to-the-temple-of-philae,how-do-i-get-to-the-tempb0,35
es,A,,faqEntry,¿Cómo se llega al templo de File?,/es/faq,Asuán,city,Asuán,/es/guide/asuan,wp-page-58758,"File está en la isla de Agilkia, cerca de Asuán, y se accede en lancha desde el embarcadero de la marina.",faq-entry-how-do-i-get-to-the-temple-of-philae,how-do-i-get-to-the-esb0,42
ja,B,ja-kanji-adjacent,faqEntry,フィラエ神殿へはどう行きますか？,/ja/faq,アスワン,city,アスワン,/ja/guide/asuwan,wp-page-58758,フィラエはアスワン近郊のアギルキア島にあり、マリーナの桟橋からモーターボートで渡ります。,faq-entry-how-do-i-get-to-the-temple-of-philae,how-do-i-get-to-the-jab0,5
en,A,,faqEntry,Is Egypt good for a family trip?,/faq,Cairo,city,Cairo,/guide/cairo,wp-page-83284,Cairo and Giza carry their own appeal for children who arrive already interested in pyramids.,faq-entry-is-egypt-good-for-a-family-trip,is-egypt-good-for-a-famib0,15
en,A,,faqEntry,Is Egypt good for a family trip?,/faq,Giza,city,Giza,/guide/giza,wp-page-58854,Cairo and Giza carry their own appeal for children who arrive already interested in pyramids.,faq-entry-is-egypt-good-for-a-family-trip,is-egypt-good-for-a-famib0,25
es,A,,faqEntry,¿Es Egipto un buen destino en familia?,/es/faq,El Cairo,city,El Cairo,/es/guide/el-cairo,wp-page-83284,El Cairo y Guiza se sostienen solos ante niños que llegan ya interesados por las pirámides.,faq-entry-is-egypt-good-for-a-family-trip,is-egypt-good-for-a-esb0,15
es,A,,faqEntry,¿Es Egipto un buen destino en familia?,/es/faq,Guiza,city,Guiza,/es/guide/guiza,wp-page-58854,El Cairo y Guiza se sostienen solos ante niños que llegan ya interesados por las pirámides.,faq-entry-is-egypt-good-for-a-family-trip,is-egypt-good-for-a-esb0,26
ja,A,,faqEntry,家族旅行に向いていますか？,/ja/faq,カイロ,city,カイロ,/ja/guide/kairo,wp-page-83284,もともとピラミッドに関心のあるお子さまであれば、カイロとギザだけで十分に成立します。,faq-entry-is-egypt-good-for-a-family-trip,is-egypt-good-for-a-jab0,31
ja,A,,faqEntry,家族旅行に向いていますか？,/ja/faq,ギザ,city,ギザ,/ja/guide/giza,wp-page-58854,もともとピラミッドに関心のあるお子さまであれば、カイロとギザだけで十分に成立します。,faq-entry-is-egypt-good-for-a-family-trip,is-egypt-good-for-a-jab0,35
ja,B,ja-kanji-adjacent,faqEntry,家族旅行に向いていますか？,/ja/faq,食事,guideArticle,食事,/ja/guide/esuna/shokuji,wp-page-59615,ナイル川クルーズは、移動が就寝中や食事中に済むため、家族連れと相性がよい形式です。,faq-entry-is-egypt-good-for-a-family-trip,is-egypt-good-for-a-jab0,100
en,A,,faqEntry,Is Egypt good for diving and snorkelling?,/faq,Sharm El Sheikh,city,Sharm El Sheikh,/guide/sharm-el-sheikh,wp-page-58927,"Ras Muhammad National Park near Sharm El Sheikh, the Straits of Tiran, and the offshore reefs from Hurghada and Marsa Alam are the headline sites.",faq-entry-is-egypt-good-for-diving-and-snorkelling,is-egypt-good-for-divingb0,172
en,A,,faqEntry,Is Egypt good for diving and snorkelling?,/faq,Hurghada,city,Hurghada,/guide/hurghada,wp-page-58859,"Ras Muhammad National Park near Sharm El Sheikh, the Straits of Tiran, and the offshore reefs from Hurghada and Marsa Alam are the headline sites.",faq-entry-is-egypt-good-for-diving-and-snorkelling,is-egypt-good-for-divingb0,239
en,A,,faqEntry,Is Egypt good for diving and snorkelling?,/faq,Marsa Alam,city,Marsa Alam,/guide/marsa-alam,wp-page-58885,"Ras Muhammad National Park near Sharm El Sheikh, the Straits of Tiran, and the offshore reefs from Hurghada and Marsa Alam are the headline sites.",faq-entry-is-egypt-good-for-diving-and-snorkelling,is-egypt-good-for-divingb0,252
es,A,,faqEntry,¿Es Egipto buen destino de buceo y snorkel?,/es/faq,Marsa Alam,city,Marsa Alam,/es/guide/marsa-alam,wp-page-58885,"El Parque Nacional de Ras Muhammad cerca de Sharm El Sheij, los estrechos de Tiran y los arrecifes de Hurgada y Marsa Alam son los puntos de referencia.",faq-entry-is-egypt-good-for-diving-and-snorkelling,is-egypt-good-for-diesb0,258
ja,B,ja-kanji-adjacent,faqEntry,ダイビングやシュノーケリングに適していますか？,/ja/faq,シャルム・エル・シェイク,city,シャルム・エル・シェイク,/ja/guide/sharumu-eru-sheiku,wp-page-58927,シャルム・エル・シェイク近郊のラス・ムハンマド国立公園、ティラン海峡、フルガダとマルサ・アラム沖のリーフが代表的です。,faq-entry-is-egypt-good-for-diving-and-snorkelling,is-egypt-good-for-dijab0,59
ja,B,ja-kanji-adjacent,faqEntry,ダイビングやシュノーケリングに適していますか？,/ja/faq,マルサ・アラム,city,マルサ・アラム,/ja/guide/marusa-aramu,wp-page-58885,シャルム・エル・シェイク近郊のラス・ムハンマド国立公園、ティラン海峡、フルガダとマルサ・アラム沖のリーフが代表的です。,faq-entry-is-egypt-good-for-diving-and-snorkelling,is-egypt-good-for-dijab0,99
en,A,,faqEntry,What about the Temple of Edfu?,/faq,Luxor,city,Luxor,/guide/luxor,wp-page-58877,"It's a standard Nile cruise stop between Luxor and Aswan, traditionally approached by horse-drawn carriage from the mooring.",faq-entry-what-about-the-temple-of-edfu,what-about-the-temple-ofb0,160
en,A,,faqEntry,What about the Temple of Edfu?,/faq,Aswan,city,Aswan,/guide/aswan,wp-page-58758,"It's a standard Nile cruise stop between Luxor and Aswan, traditionally approached by horse-drawn carriage from the mooring.",faq-entry-what-about-the-temple-of-edfu,what-about-the-temple-ofb0,170
es,A,,faqEntry,¿Y el templo de Edfú?,/es/faq,Luxor,city,Luxor,/es/guide/luxor,wp-page-58877,"Es parada habitual de los cruceros por el Nilo entre Luxor y Asuán, y tradicionalmente se llega en calesa desde el atraque.",faq-entry-what-about-the-temple-of-edfu,what-about-the-templesb0,181
